class,text,cleaned_txt,polarity,Sentiment
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
1,"I liked the first "" Mission Impossible.",like first mission imposs,0.25,positive
1,the last stand and Mission Impossible 3 both were awesome movies.,last stand mission imposs both were awesom movi,0.0,positive
1,i love kirsten / leah / kate escapades and mission impossible tom as well...,love kirsten leah kate escapad mission imposs well,0.5,positive
1,mission impossible 2 rocks!!....,mission imposs rock,0.0,positive
1,we're gonna like watch Mission Impossible or Hoot.(,gonna like watch mission imposs hoot,0.0,positive
1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,which said silent hill turn into realiti hella like goin mission imposs down that bitch,-0.07777777777777779,negative
1,i love being a sentry for mission impossible and a station for bonkers.,love be sentri mission imposs station bonker,0.5,positive
1,I like Mission Impossible movies because you never know who's on the right side.,like mission imposs movi becaus never know right side,0.2857142857142857,positive
1,Mission Impossible 3 was excellent.,mission imposs excel,0.0,positive
1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",felicia clean tabl felicia grab key dash like freakin mission imposs,0.18333333333333335,positive
